entry	type	strength	pos	r1	max_token_score	source_id	source_rows
sur le même plan	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.996593	ls:fr:node:30725	4
sur le point	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999952	ls:fr:node:48078	6
sur le pouce	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999814	ls:fr:node:44914	6
sur le qui-vive	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.999947	ls:fr:node:47704	12
sur le tapis	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999212	ls:fr:node:45417	6
sur les bancs de l’école	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.999903	ls:fr:node:47797	18
sur les dents	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997133	ls:fr:node:44046	3
sur les fesses	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99335	ls:fr:node:41264	3
sur les yeux	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.966902	ls:fr:node:43162	6
sur l’honneur	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997752	ls:fr:node:55797	24
sur mesure	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998637	ls:fr:node:54122	2
sur pied	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998425	ls:fr:node:47102	8
sur pièces	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.983402	ls:fr:node:47089	6
sur ses deux oreilles	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99781	ls:fr:node:40534	4
sur ses gardes	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998443	ls:fr:node:53393	3
sur son passage	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998246	ls:fr:node:44101	3
sur un nuage	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.898836	ls:fr:node:46624	6
sur un plateau d’argent	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997791	ls:fr:node:43870	5
sur un volcan	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.793035	ls:fr:node:47403	3
sur une jambe	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.528852	ls:fr:node:41517	6
syndicat du crime	idiom	semi-idiom	locution nominale	True	0.990978	ls:fr:node:39505	3
système d’alarme	idiom	weak idiom	locution nominale	True	0.844981	ls:fr:node:46775	6
Système solaire	idiom	weak idiom	locution nominale	True	0.99452	ls:fr:node:55066	8
sûr de son coup	fixed_expression	semi-idiom	locution adjectivale	True	0.999592	ls:fr:node:43241	4
s’amouracher	fixed_expression	free lexeme	verbe	True	0.997715	ls:fr:node:54430	1
s’arracher les cheveux	verbal_phrase	strong idiom	locution verbale	True	0.998194	ls:fr:node:45950	8
s’assurer un port dans la tempête	verbal_phrase	strong idiom	locution verbale	True	0.932352	ls:fr:node:44739	7
s’avachir	fixed_expression	free lexeme	verbe	True	0.812511	ls:fr:node:40623	1
s’emmêler les pinceaux	verbal_phrase	strong idiom	locution verbale	True	0.999261	ls:fr:node:52360	4
s’emmêler les pédales	verbal_phrase	strong idiom	locution verbale	True	0.971448	ls:fr:node:42954	5
s’en aller	verbal_phrase	semi-idiom	locution verbale	True	0.933844	ls:fr:node:40591	3
s’en aller	verbal_phrase	strong idiom	locution verbale	False	0.0668495	ls:fr:node:54013	3
s’en falloir	verbal_phrase	strong idiom	locution verbale	True	0.335115	ls:fr:node:45046	3
s’écarter	fixed_expression	free lexeme	verbe	True	0.704552	ls:fr:node:55891	3
table basse	idiom	weak idiom	locution nominale	True	0.993902	ls:fr:node:45040	2
table de chevet	idiom	strong idiom	locution nominale	True	0.980871	ls:fr:node:43291	3
table de cuisson	idiom	semi-idiom	locution nominale	True	0.99974	ls:fr:node:43334	3
table de jeu	idiom	weak idiom	locution nominale	True	0.914794	ls:fr:node:45099	3
table de marque	idiom	semi-idiom	locution nominale	True	0.991076	ls:fr:node:43542	6
table de massage	idiom	semi-idiom	locution nominale	True	0.973177	ls:fr:node:43346	3
table de mixage	idiom	semi-idiom	locution nominale	True	0.999776	ls:fr:node:43293	3
table de nuit	idiom	strong idiom	locution nominale	True	0.999646	ls:fr:node:43289	6
table de ping-pong	idiom	semi-idiom	locution nominale	True	0.970187	ls:fr:node:43232	4
table de toilette	idiom	semi-idiom	locution nominale	True	0.999019	ls:fr:node:43354	9
table de travail	idiom	semi-idiom	locution nominale	True	0.996065	ls:fr:node:47227	3
table des matières	idiom	semi-idiom	locution nominale	True	0.998293	ls:fr:node:43313	3
table des négociations	idiom	semi-idiom	locution nominale	True	0.937606	ls:fr:node:43402	3
table d’examen	idiom	weak idiom	locution nominale	True	0.97853	ls:fr:node:45021	3
table d’exposition	idiom	weak idiom	locution nominale	True	0.709789	ls:fr:node:43355	3
table d’honneur	idiom	semi-idiom	locution nominale	True	0.603564	ls:fr:node:45093	3
table d’hôte	idiom	strong idiom	locution nominale	True	0.674061	ls:fr:node:43351	3
table d’information	idiom	weak idiom	locution nominale	False	0.0134295	ls:fr:node:45507	6
table d’opération	idiom	semi-idiom	locution nominale	True	0.996089	ls:fr:node:43292	3
table d’orientation	idiom	weak idiom	locution nominale	True	0.817838	ls:fr:node:43294	3
table ouverte	idiom	strong idiom	locution nominale	True	0.310264	ls:fr:node:45316	8
table rase	idiom	strong idiom	locution nominale	True	0.999925	ls:fr:node:49449	8
table ronde	idiom	strong idiom	locution nominale	True	0.998387	ls:fr:node:43310	2
table tournante	idiom	weak idiom	locution nominale	True	0.773615	ls:fr:node:43365	6
table à dessin	idiom	weak idiom	locution nominale	True	0.941249	ls:fr:node:43295	3
table à langer	idiom	weak idiom	locution nominale	True	0.982912	ls:fr:node:43290	3
table à repasser	idiom	weak idiom	locution nominale	True	0.996291	ls:fr:node:43922	3
tableau de bord	idiom	strong idiom	locution nominale	True	0.999619	ls:fr:node:41203	3
Tables de la Loi	idiom	semi-idiom	locution nominale	True	0.992464	ls:fr:node:45383	4
Tables de la Loi	idiom	strong idiom	locution nominale	True	0.995379	ls:fr:node:45384	8
Tables de la Loi	idiom	weak idiom	locution nominale	True	0.998209	ls:fr:node:45382	8
tabouret de bar	idiom	weak idiom	locution nominale	True	0.964017	ls:fr:node:43919	3
tache de naissance	idiom	semi-idiom	locution nominale	True	0.946061	ls:fr:node:48270	3
tache de rousseur	idiom	weak idiom	locution nominale	True	0.999917	ls:fr:node:51010	3
tache de son	idiom	strong idiom	locution nominale	False	0.281592	ls:fr:node:51011	3
tache de vin	idiom	strong idiom	locution nominale	True	0.867954	ls:fr:node:41828	3
tailler en pièces	verbal_phrase	strong idiom	locution verbale	True	0.999621	ls:fr:node:47079	8
tailler un costume	verbal_phrase	strong idiom	locution verbale	True	0.958668	ls:fr:node:42023	3
tailler une veste	verbal_phrase	strong idiom	locution verbale	True	0.971386	ls:fr:node:38713	4
talon rouge	idiom	strong idiom	locution nominale	False	0.00361097	ls:fr:node:44261	2
tambour battant	idiom	strong idiom	locution nominale	True	0.999981	ls:fr:node:43557	4
tant bien que mal	fixed_expression	strong idiom	locution adverbiale	True	0.99971	ls:fr:node:43949	4
taper dans l’œil	verbal_phrase	strong idiom	locution verbale	True	0.995245	ls:fr:node:51686	15
taper du poing sur la table	verbal_phrase	strong idiom	locution verbale	True	0.986699	ls:fr:node:47538	6
taper sur la tête	verbal_phrase	strong idiom	locution verbale	True	0.996902	ls:fr:node:53936	8
taper sur le ciboulot	verbal_phrase	strong idiom	locution verbale	True	0.998506	ls:fr:node:47867	4
taper sur le cigare	verbal_phrase	strong idiom	locution verbale	True	0.421137	ls:fr:node:47868	4
taper sur le ventre	verbal_phrase	strong idiom	locution verbale	True	0.998957	ls:fr:node:53796	4
taper sur les doigts	verbal_phrase	strong idiom	locution verbale	True	0.998888	ls:fr:node:55015	4
tapis de bombes	idiom	semi-idiom	locution nominale	True	0.999403	ls:fr:node:45451	9
tapis de course	idiom	weak idiom	locution nominale	True	0.999576	ls:fr:node:45545	3
tapis de lecture	idiom	weak idiom	locution nominale	True	0.99619	ls:fr:node:45436	3
tapis de plage	idiom	weak idiom	locution nominale	True	0.996074	ls:fr:node:45962	3
tapis diplodocus	idiom	semi-idiom	locution nominale	False	6.26191e-05	ls:fr:node:45546	2
tapis d’éveil	idiom	semi-idiom	locution nominale	True	0.997773	ls:fr:node:45444	3
tapis vert	idiom	strong idiom	locution nominale	True	0.374222	ls:fr:node:45409	8
tapis volant	idiom	weak idiom	locution nominale	False	0.194361	ls:fr:node:45413	2
taux de change	idiom	weak idiom	locution nominale	True	0.99987	ls:fr:node:45500	3
temps fort	idiom	strong idiom	locution nominale	True	0.99249	ls:fr:node:50086	4
tempête dans un verre d’eau	idiom	strong idiom	locution nominale	True	0.857194	ls:fr:node:44783	6
tempête de sable	idiom	semi-idiom	locution nominale	True	0.999603	ls:fr:node:45163	3
tempête magnétique	idiom	semi-idiom	locution nominale	True	0.223407	ls:fr:node:44784	2
tempête sous un crâne	idiom	strong idiom	locution nominale	False	0.011369	ls:fr:node:44785	4
tenir debout	verbal_phrase	strong idiom	locution verbale	True	0.992651	ls:fr:node:44292	4
tenir la jambe	verbal_phrase	strong idiom	locution verbale	True	0.743043	ls:fr:node:41460	4
tenir la longueur	verbal_phrase	strong idiom	locution verbale	True	0.772879	ls:fr:node:46769	3
tenir la route	verbal_phrase	semi-idiom	locution verbale	True	0.993884	ls:fr:node:40652	3
tenir la route	verbal_phrase	strong idiom	locution verbale	True	0.99824	ls:fr:node:40653	3
tenir le coup	verbal_phrase	strong idiom	locution verbale	True	0.99551	ls:fr:node:40989	3
tenir à cœur	verbal_phrase	strong idiom	locution verbale	True	0.999393	ls:fr:node:52913	9
tennis de table	idiom	strong idiom	locution nominale	True	0.999817	ls:fr:node:33312	3
tenter le coup	verbal_phrase	semi-idiom	locution verbale	True	0.987421	ls:fr:node:43730	3
terre ferme	idiom	semi-idiom	locution nominale	True	0.999685	ls:fr:node:40223	8
théâtre des opérations	idiom	semi-idiom	locution nominale	True	0.998786	ls:fr:node:54708	10
tiers état	idiom	strong idiom	locution nominale	True	0.350814	ls:fr:node:43886	4
tirer la couverture à soi	verbal_phrase	strong idiom	locution verbale	True	0.998914	ls:fr:node:55258	5
tirer le rideau	verbal_phrase	strong idiom	locution verbale	True	0.775093	ls:fr:node:43795	3
tirer le tapis sous les pieds	verbal_phrase	strong idiom	locution verbale	True	0.997943	ls:fr:node:45426	6
tirer les oreilles	verbal_phrase	strong idiom	locution verbale	True	0.886031	ls:fr:node:40535	3
tirer les vers du nez	verbal_phrase	strong idiom	locution verbale	True	0.999095	ls:fr:node:52792	5
tirer l’oreille	verbal_phrase	strong idiom	locution verbale	True	0.631478	ls:fr:node:40529	6
tirer un coup	verbal_phrase	strong idiom	locution verbale	True	0.854021	ls:fr:node:40475	3
tiré par les cheveux	fixed_expression	strong idiom	locution adjectivale	True	0.999447	ls:fr:node:45593	4
titre de participation	idiom	weak idiom	locution nominale	True	0.668779	ls:fr:node:51722	3
toile d’araignée	idiom	semi-idiom	locution nominale	True	0.925854	ls:fr:node:51525	3
tomber dans les pommes	verbal_phrase	strong idiom	locution verbale	True	0.998378	ls:fr:node:52746	5
tomber de sa chaise	verbal_phrase	strong idiom	locution verbale	True	0.99112	ls:fr:node:40144	4
tomber du lit	verbal_phrase	strong idiom	locution verbale	True	0.978054	ls:fr:node:42817	8
tomber la veste	verbal_phrase	strong idiom	locution verbale	True	0.302478	ls:fr:node:38502	6
tomber le masque	verbal_phrase	strong idiom	locution verbale	True	0.731721	ls:fr:node:48307	4
tomber sous le sens	verbal_phrase	strong idiom	locution verbale	True	0.979377	ls:fr:node:54612	4
tombée de la nuit	idiom	weak idiom	locution nominale	True	0.999978	ls:fr:node:55532	12
tombée du jour	idiom	weak idiom	locution nominale	True	0.998845	ls:fr:node:55533	9
tonnerre de Dieu	idiom	strong idiom	locution interjective	True	0.839534	ls:fr:node:42913	6
tonnerre de Dieu	idiom	strong idiom	locution nominale	True	0.970287	ls:fr:node:42976	3
tornade blanche	idiom	strong idiom	locution nominale	False	0.0134102	ls:fr:node:44127	2
torse nu	idiom	weak idiom	locution nominale	True	0.991093	ls:fr:node:45475	4
tortue de mer	idiom	weak idiom	locution nominale	True	0.998645	ls:fr:node:55804	3
tortue marine	idiom	weak idiom	locution nominale	True	0.712498	ls:fr:node:55805	2
toucher à un cheveu	verbal_phrase	semi-idiom	locution verbale	True	0.964372	ls:fr:node:45079	5
tour de chant	idiom	semi-idiom	locution nominale	True	0.999073	ls:fr:node:44200	3
Tour de France	idiom	semi-idiom	locution nominale	True	0.998891	ls:fr:node:41956	10
tour de table	idiom	semi-idiom	locution nominale	True	0.999829	ls:fr:node:43309	3
tourner autour du pot	verbal_phrase	strong idiom	locution verbale	True	0.99983	ls:fr:node:52883	5
tourner de l’œil	verbal_phrase	strong idiom	locution verbale	True	0.571571	ls:fr:node:52745	4
tourner la page	verbal_phrase	strong idiom	locution verbale	True	0.999185	ls:fr:node:52856	6
tourner le dos	verbal_phrase	strong idiom	locution verbale	True	0.999791	ls:fr:node:53931	21
tourner mal	verbal_phrase	strong idiom	locution verbale	True	0.463033	ls:fr:node:41323	2
tourner rond	verbal_phrase	strong idiom	locution verbale	True	0.999323	ls:fr:node:54161	10
Tournoi des six nations	idiom	semi-idiom	locution nominale	True	0.996804	ls:fr:node:43887	4
Tous les coups sont permis.	idiom	strong idiom	locution phrastique	True	0.999918	ls:fr:node:43270	5
tout ce beau monde	idiom	strong idiom	locution nominale	True	0.973838	ls:fr:node:46816	4
tout cru	fixed_expression	strong idiom	locution adjectivale	True	0.806641	ls:fr:node:45193	4
tout de suite	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99909	ls:fr:node:37683	6
tout doux	fixed_expression	semi-idiom	locution adverbiale	True	0.799016	ls:fr:node:52786	2
tout du long	fixed_expression	strong idiom	locution adverbiale	True	0.987603	ls:fr:node:46910	3
tout d’un coup	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999576	ls:fr:node:37949	7
tout d’une pièce	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.276286	ls:fr:node:46989	40
tout en longueur	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.998469	ls:fr:node:46225	9
tout fait	fixed_expression	strong idiom	locution adjectivale	True	0.923795	ls:fr:node:44698	2
tout le monde	idiom	strong idiom	locution nominale	True	0.999892	ls:fr:node:53020	3
tout oreilles	idiom	strong idiom	locution nominale	False	0.000857019	ls:fr:node:40537	2
tout rouge	fixed_expression	strong idiom	locution adjectivale	True	0.53414	ls:fr:node:46368	2
tout son saoul	idiom	strong idiom	locution nominale	True	0.283695	ls:fr:node:48056	3
tout sucre tout miel	idiom	strong idiom	locution nominale	True	0.985363	ls:fr:node:44311	4
tout à coup	fixed_expression	strong idiom	locution adverbiale	True	0.997321	ls:fr:node:40576	3
toutes dents dehors	idiom	strong idiom	locution nominale	True	0.997155	ls:fr:node:44049	3
train de culture	idiom	strong idiom	locution nominale	True	0.999187	ls:fr:node:42724	6
train de maison	idiom	semi-idiom	locution nominale	True	0.860448	ls:fr:node:42758	3
train de pêche	idiom	semi-idiom	locution nominale	True	0.967754	ls:fr:node:42897	3
train de sénateur	idiom	strong idiom	locution nominale	True	0.972335	ls:fr:node:45912	3
train de vie	idiom	strong idiom	locution nominale	True	0.999917	ls:fr:node:42723	5
train des équipages	idiom	strong idiom	locution nominale	False	0.374422	ls:fr:node:42898	3
train d’atterrissage	idiom	semi-idiom	locution nominale	True	0.98002	ls:fr:node:48011	27
train express régional	idiom	semi-idiom	locution nominale	True	0.875347	ls:fr:node:47085	3
train à grande vitesse	idiom	weak idiom	locution nominale	True	0.983679	ls:fr:node:47081	4
traitement de texte	idiom	semi-idiom	locution nominale	True	0.996305	ls:fr:node:52532	3
transport ferroviaire	idiom	weak idiom	locution nominale	True	0.849471	ls:fr:node:54343	2
travailler du ciboulot	verbal_phrase	strong idiom	locution verbale	True	0.574187	ls:fr:node:47863	3
travailler du cigare	verbal_phrase	strong idiom	locution verbale	False	0.03557	ls:fr:node:47864	3
travaux publics	idiom	weak idiom	locution nominale	True	0.952758	ls:fr:node:54380	2
traversée du désert	idiom	strong idiom	locution nominale	True	0.999864	ls:fr:node:43392	3
traîner en longueur	verbal_phrase	semi-idiom	locution verbale	True	0.995922	ls:fr:node:46771	6
treize à la douzaine	fixed_expression	strong idiom	locution numérale	True	0.650108	ls:fr:node:39125	4
treize à table	fixed_expression	weak idiom	locution numérale	True	0.97734	ls:fr:node:45288	6
triangle amoureux	idiom	weak idiom	locution nominale	True	0.474901	ls:fr:node:39309	2
Triangle de Weimar	idiom	strong idiom	locution nominale	True	0.997395	ls:fr:node:39425	3
Triangle des Bermudes	idiom	semi-idiom	locution nominale	True	0.994417	ls:fr:node:39340	3
triangle didactique	idiom	semi-idiom	locution nominale	True	0.876411	ls:fr:node:39314	2
triangle d’or	idiom	semi-idiom	locution nominale	True	0.694184	ls:fr:node:40568	6
Triangle d’Or	idiom	strong idiom	locution nominale	True	0.957442	ls:fr:node:39362	6
triangle d’été	idiom	strong idiom	locution nominale	False	0.110763	ls:fr:node:39306	6
triangle pédagogique	idiom	semi-idiom	locution nominale	True	0.970035	ls:fr:node:39310	2
triangle vocalique	idiom	semi-idiom	locution nominale	True	0.999541	ls:fr:node:39397	2
triste sire	idiom	semi-idiom	locution nominale	False	0.118888	ls:fr:node:52750	2
troisième articulation	idiom	strong idiom	locution nominale	False	1.25268e-06	ls:fr:node:54950	4
tromperie sur la marchandise	idiom	strong idiom	locution nominale	True	0.996673	ls:fr:node:53840	4
tromperie sur la marchandise	idiom	weak idiom	locution nominale	True	0.965533	ls:fr:node:53841	4
trotter dans la tête	verbal_phrase	strong idiom	locution verbale	True	0.99874	ls:fr:node:47859	4
trotter dans le cigare	verbal_phrase	strong idiom	locution verbale	True	0.860269	ls:fr:node:47860	4
trou de nez	idiom	weak idiom	locution nominale	True	0.548877	ls:fr:node:41381	3
trouble psychique	idiom	weak idiom	locution nominale	False	0.289315	ls:fr:node:51450	2
trouver chaussure à son pied	verbal_phrase	strong idiom	locution verbale	True	0.998912	ls:fr:node:54429	15
tube à éclairs	idiom	strong idiom	locution nominale	True	0.855606	ls:fr:node:44583	3
tuniques rouges	idiom	strong idiom	locution nominale	True	0.271143	ls:fr:node:44239	2
tâche ménagère	idiom	weak idiom	locution nominale	True	0.932337	ls:fr:node:39332	2
téléphone arabe	idiom	strong idiom	locution nominale	False	0.021186	ls:fr:node:46658	6
téléphone portable	idiom	weak idiom	locution nominale	True	0.571021	ls:fr:node:37109	2
téléphone rose	idiom	semi-idiom	locution nominale	False	0.11427	ls:fr:node:46657	4
téléphone rouge	idiom	semi-idiom	locution nominale	False	0.0487103	ls:fr:node:44231	2
tête brûlée	idiom	strong idiom	locution nominale	True	0.992287	ls:fr:node:52318	4
tête de cochon	idiom	strong idiom	locution nominale	True	0.996858	ls:fr:node:34961	3
tête de linotte	idiom	strong idiom	locution nominale	True	0.996014	ls:fr:node:55062	3
tête de mule	idiom	strong idiom	locution nominale	True	0.999849	ls:fr:node:34960	3
tête de pipe	idiom	semi-idiom	locution nominale	True	0.971914	ls:fr:node:47811	3
tête de pipe	idiom	strong idiom	locution nominale	True	0.738164	ls:fr:node:40357	6
tête de violon	idiom	strong idiom	locution nominale	True	0.924223	ls:fr:node:54207	3
tête dure	idiom	strong idiom	locution nominale	True	0.564599	ls:fr:node:34962	6
tête en l’air	idiom	strong idiom	locution nominale	True	0.998308	ls:fr:node:53204	4
tête près du bonnet	idiom	strong idiom	locution nominale	True	0.99526	ls:fr:node:39149	13
tête à claques	idiom	strong idiom	locution nominale	True	0.992737	ls:fr:node:52944	3
Un ange passe.	idiom	strong idiom	locution phrastique	True	0.275184	ls:fr:node:55117	6
un bon coup	idiom	strong idiom	locution nominale	True	0.999921	ls:fr:node:41010	3
un peu	idiom	strong idiom	locution nominale	True	0.999121	ls:fr:node:43941	15
un à un	fixed_expression	weak idiom	locution numérale	True	0.99798	ls:fr:node:53725	3
une fois	idiom	strong idiom	locution nominale	True	0.996198	ls:fr:node:54339	2
unité de mesure	idiom	weak idiom	locution nominale	True	0.999789	ls:fr:node:53852	3
user ses fonds de culotte	verbal_phrase	strong idiom	locution verbale	True	0.988165	ls:fr:node:47716	45
usine à gaz	idiom	strong idiom	locution nominale	True	0.999688	ls:fr:node:55471	12
usine à gaz	idiom	weak idiom	locution nominale	True	0.968492	ls:fr:node:55470	21
vache de mer	idiom	strong idiom	locution nominale	True	0.976734	ls:fr:node:42550	3
vache folle	idiom	strong idiom	locution nominale	True	0.98365	ls:fr:node:42503	2
vache laitière	idiom	weak idiom	locution nominale	False	0.212562	ls:fr:node:48857	2
vache marine	idiom	strong idiom	locution nominale	False	0.01568	ls:fr:node:42526	2
vache à eau	idiom	semi-idiom	locution nominale	False	0.0839862	ls:fr:node:42527	3
vache à lait	idiom	strong idiom	locution nominale	True	0.999639	ls:fr:node:42500	9
vache à lait	idiom	weak idiom	locution nominale	True	0.999308	ls:fr:node:48854	3
vaches grasses	idiom	strong idiom	locution nominale	True	0.989171	ls:fr:node:42513	2
vaches maigres	idiom	strong idiom	locution nominale	True	0.963229	ls:fr:node:42512	2
vague à l’âme	idiom	strong idiom	locution nominale	True	0.989931	ls:fr:node:55307	12
valet de chambre	idiom	strong idiom	locution nominale	True	0.999668	ls:fr:node:53338	9
valeur comptable	idiom	weak idiom	locution nominale	True	0.789366	ls:fr:node:51706	2
valeur d’utilité	idiom	weak idiom	locution nominale	True	0.98078	ls:fr:node:51714	3
valeur d’équivalence	idiom	weak idiom	locution nominale	True	0.817247	ls:fr:node:52412	3
valoir mieux	verbal_phrase	strong idiom	locution verbale	True	0.999599	ls:fr:node:50317	4
Vas-y !	idiom	strong idiom	locution phrastique	True	0.505668	ls:fr:node:34585	2
vendre la mèche	verbal_phrase	strong idiom	locution verbale	True	0.888403	ls:fr:node:55609	3
vent debout	idiom	semi-idiom	locution nominale	False	0.107307	ls:fr:node:50306	6
vent debout	idiom	strong idiom	locution nominale	True	0.99307	ls:fr:node:49318	2
ventre à terre	idiom	strong idiom	locution nominale	True	0.88399	ls:fr:node:44806	3
ver de terre	idiom	strong idiom	locution nominale	True	0.94461	ls:fr:node:53742	6
ver de terre	idiom	weak idiom	locution nominale	True	0.998064	ls:fr:node:53740	9
verre à vin	idiom	weak idiom	locution nominale	True	0.983395	ls:fr:node:54909	3
version de concert	idiom	semi-idiom	locution nominale	True	0.915027	ls:fr:node:45668	7
vice de forme	idiom	weak idiom	locution nominale	True	0.999662	ls:fr:node:41354	9
victime de guerre	idiom	weak idiom	locution nominale	True	0.998492	ls:fr:node:48580	3
victime de la mode	idiom	semi-idiom	locution nominale	True	0.995644	ls:fr:node:40904	4
vider son sac	verbal_phrase	strong idiom	locution verbale	True	0.960405	ls:fr:node:52928	3
vie de couple	idiom	weak idiom	locution nominale	True	0.996533	ls:fr:node:46107	3
vieille fille	idiom	strong idiom	locution nominale	False	0.0536137	ls:fr:node:38704	2
vieux continent	idiom	strong idiom	locution nominale	True	0.979279	ls:fr:node:46734	4
vieux célibataire	idiom	semi-idiom	locution nominale	False	0.0324989	ls:fr:node:38929	2
vieux garçon	idiom	semi-idiom	locution nominale	False	0.0534194	ls:fr:node:38702	2
Ville Lumière	idiom	semi-idiom	locution nominale	True	0.703429	ls:fr:node:47428	4
vin blanc	idiom	weak idiom	locution nominale	True	0.191573	ls:fr:node:46188	2
vin chaud	idiom	weak idiom	locution nominale	True	0.262316	ls:fr:node:48435	2
vin de glace	idiom	semi-idiom	locution nominale	True	0.69931	ls:fr:node:41833	3
vin de pays	idiom	weak idiom	locution nominale	True	0.821599	ls:fr:node:48436	3
vin de table	idiom	semi-idiom	locution nominale	False	0.323604	ls:fr:node:48434	3
vin d’honneur	idiom	strong idiom	locution nominale	True	0.99014	ls:fr:node:41831	3
vin rouge	idiom	weak idiom	locution nominale	True	0.996375	ls:fr:node:45848	2
violon alto	idiom	weak idiom	locution nominale	False	1.60898e-06	ls:fr:node:43667	4
violon d’Ingres	idiom	strong idiom	locution nominale	False	0.000649558	ls:fr:node:43659	6
virer au rouge	verbal_phrase	weak idiom	locution verbale	True	0.476643	ls:fr:node:46179	3
visage pâle	idiom	strong idiom	locution nominale	False	0.00207394	ls:fr:node:38896	2
visite médicale	idiom	weak idiom	locution nominale	True	0.978389	ls:fr:node:47729	24
vivre sur un grand pied	verbal_phrase	strong idiom	locution verbale	True	0.921602	ls:fr:node:53681	10
voie de garage	idiom	strong idiom	locution nominale	True	0.998007	ls:fr:node:52748	6
voie express	idiom	weak idiom	locution nominale	True	0.553184	ls:fr:node:38922	2
voie ferrée	idiom	semi-idiom	locution nominale	True	0.999133	ls:fr:node:33355	4
Voie lactée	idiom	strong idiom	locution nominale	True	0.992644	ls:fr:node:55067	8
voie navigable	idiom	weak idiom	locution nominale	True	0.810162	ls:fr:node:44277	2
voie rapide	idiom	weak idiom	locution nominale	True	0.981458	ls:fr:node:38921	2
voir des éléphants roses	verbal_phrase	strong idiom	locution verbale	False	0.0180144	ls:fr:node:44526	4
voir rouge	verbal_phrase	strong idiom	locution verbale	True	0.515136	ls:fr:node:44227	3
volcan de boue	idiom	weak idiom	locution nominale	True	0.7312	ls:fr:node:47480	3
volcan gris	idiom	semi-idiom	locution nominale	True	0.981362	ls:fr:node:47114	2
volcan rouge	idiom	semi-idiom	locution nominale	True	0.986546	ls:fr:node:47115	4
volcans d’Auvergne	idiom	weak idiom	locution nominale	True	0.471604	ls:fr:node:44766	3
voler dans les plumes	verbal_phrase	strong idiom	locution verbale	True	0.919311	ls:fr:node:39388	5
voler de ses propres ailes	verbal_phrase	strong idiom	locution verbale	True	0.997393	ls:fr:node:39307	15
voler en éclats	verbal_phrase	strong idiom	locution verbale	True	0.998759	ls:fr:node:53264	4
voler en éclats	verbal_phrase	weak idiom	locution verbale	True	0.999166	ls:fr:node:39308	3
voler la jeunesse	verbal_phrase	semi-idiom	locution verbale	True	0.955726	ls:fr:node:48701	6
voler la vedette	verbal_phrase	semi-idiom	locution verbale	True	0.999334	ls:fr:node:40432	6
voler le cœur	verbal_phrase	strong idiom	locution verbale	True	0.987837	ls:fr:node:48694	3
voler l’innocence	verbal_phrase	strong idiom	locution verbale	True	0.243213	ls:fr:node:48702	3
voler l’âme	verbal_phrase	strong idiom	locution verbale	True	0.971884	ls:fr:node:48703	3
volley de plage	idiom	weak idiom	locution nominale	True	0.878883	ls:fr:node:39698	6
volée de bois vert	idiom	strong idiom	locution nominale	True	0.99915	ls:fr:node:49026	8
vouloir dire	verbal_phrase	strong idiom	locution verbale	True	0.999792	ls:fr:node:47635	6
véhicule flottant	idiom	weak idiom	locution nominale	True	0.627141	ls:fr:node:33725	4
véhicule roulant	idiom	weak idiom	locution nominale	False	0.239328	ls:fr:node:33724	6
véhicule volant	idiom	weak idiom	locution nominale	False	0.0194514	ls:fr:node:33723	2
vélo d’appartement	idiom	semi-idiom	locution nominale	True	0.85992	ls:fr:node:48519	3
vélo d’appartement	idiom	strong idiom	locution nominale	True	0.680561	ls:fr:node:45287	3
vélo elliptique	idiom	semi-idiom	locution nominale	True	0.995904	ls:fr:node:50305	2
vélo elliptique	idiom	strong idiom	locution nominale	True	0.978639	ls:fr:node:45286	2
vélo tout chemin	idiom	semi-idiom	locution nominale	True	0.947063	ls:fr:node:47130	6
vélo tout terrain	idiom	semi-idiom	locution nominale	True	0.99172	ls:fr:node:47370	6
y aller	verbal_phrase	strong idiom	locution verbale	True	0.999848	ls:fr:node:40593	13
y avoir	verbal_phrase	strong idiom	locution verbale	True	0.999792	ls:fr:node:41807	8
y avoir de la fesse	verbal_phrase	strong idiom	locution verbale	True	0.993994	ls:fr:node:41265	5
